Dòng số	Text	Lỗi phát hiện
4481	nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù lazada nhiệt_tì...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4483	Mới mua thì ok mà sao sau 2ngay có bản cập nhật máy r  cập n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4508	ứng_dụng người bán  trả_lời hỏi_lazada thì nhân_viên quá chậ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4514	rất ưng_ý luôn giá rẻ mà chất_lượng không hề rẻ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4515	Quá  tệ  với  mức  giá, vừa  mua 2 ngày, màn hình  giọt nước...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4530	ta pamper về giá tầm trung nhưng xài chất_lượng rất ok...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4533	app nhucc hàng đ giao nhưng từ_chối hoàn tiền...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4540	sử_dụng ứng_dụng mà gặp phải quảng_cáo của lazada là rất bực...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4543	nhưq mìh đặt áo đen logo trắq mà giao áo trắq logo đen...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4552	tuy không tiện bằng shope và tiktok nhưng_mà rẻ hơn các sàn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4556	app giờ lag vcl tới giờ canh lấy voucher mà đơ trắng tinh_cá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4593	Mình mua con active được 1 năm. Mặt lưng ọp ẹp. Cảm ứng bị l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4602	ít_mã giảm_giá phí vận_chuyển quá cao mua cái hàng giá có 15...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4605	giá_thành rẻ nên chất_lượng cũng không dám mong_đợi nhiều nh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4607	Màn hình tăng độ sáng 100/100 mà nhìn không rõ pin tuột nhan...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4622	chất_lượng sản_phẩm tạm được phù_hợp ổn áp tiền...	Target 'giá tiền' không tìm thấy trong text
4631	Theo tôi thì thua ip một bậc còn bin thì hơi kém chút nhưng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4637	ủa giao thiếu hàng khiếu_nại xong không thèm hoàn tiền luôn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4645	chất hơi rão nhưng cũng tạm tiền nào của đấy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4675	tôi hiểu cảm_giác chờ_đợi của các bạn là rất khó_chịu hụt_hẫ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4676	Mua con 50s sd được 2 tháng thì cảm nhận như sau: chụp hình ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4693	app khá ổn nhưng giá không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4699	không nên gửi thiếu hàng...	Target 'shop' không tìm thấy trong text
4714	shop giao nhầm màu cho mình...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4718	ít_mã giảm_giá phí vận_chuyển quá cao mua cái hàng giá có 15...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4729	giá 1 k tiền 50 đã v còn kh có mã giảm_giá nữa mua shopper c...	Target 'ship' không tìm thấy trong text
4741	rất ưng_ý luôn giá rẻ mà chất_lượng không hề rẻ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4742	ngu đơn hàng từ 31 7 đến 19 8 vẫn chưa thấy giao liên_hệ tổn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4747	giá rẻ nhưng vải khá đẹp...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4758	shopee luôn giá tốt hơn sàn khác nhưng cũng_nên quan_tâm đến...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4764	ứng_dụng không_thể chọn được 2 áo cùng loại nhưng khác màu d...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4770	vẫn biết là tiền nào của nấy nhưng không nghĩ chất xấu như_v...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4784	giá sản_phẩm hơi chát tiền ship đắt nhưng chất_lượng tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4786	thông_báo tới khách_hàng là chiến_lược của các bạn nhưng nó ...	Target 'ứng_dụng' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4794	Nhân viên tư vấn nhiệt tình.
Mới mua xài mấy hôm chưa sử dụn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4805	qc như qq bấm chỗ lon nào cũng văng vô_app nói thật nếu ngta...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4808	app hay nhưng nhiều lúc có shipper thái_độ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4814	giao hang rất nhanh và máy_hút_bụi tốt nhưng sđt thì gi sai_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4815	rất hợp để mua mà không cần phải đi ra ngoài chi cho mệt có ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4818	em mình 62 mặc form mình hơi ngắn tí nhưng chất_lượng tốt gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4822	các cửa_hàng trong app kém chất_liệu giao hàng sai mà hiệu_q...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4823	đặt 1 đằng giao 1 nẻo nhăn shipper thiếu thân_thiện cửa_hàng...	Target 'thái_độ' không tìm thấy trong text
4827	giá cao hơn app khác nhưng an_toàn về chất_lượng không sợ hà...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4828	Pin rất tệ luôn, không xài gì, kiểm tra k có ứng dụng ngầm. ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4838	mua được đợt flash sale 19k mà chất rất ok d túi xinh và dễ ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4844	ứng_dụng gì mà cứ 4 5 đơn hàng là có một đơn bị thiếu hàng đ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4851	cho 5 sao app 10 điểm lúc nhăn hàng bị hư_hỏng nhẹ...	Target 'người_giao_hàng' không tìm thấy trong text
4854	đóng_gói chắc chăn nhưng không biết khâu vận_chuyển bảo_quản...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4859	giao cũng được ổn nhưng giá tạm chậm...	Target 'giao hàng' không tìm thấy trong text
4866	áo bị tuột len v mà cx giao . sản_phẩm rất tệ . tốn tiền đi ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4873	sao lại không lướt được màn_hình trong app vậy app mua hàng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4905	giá cao hơn app khác nhưng an_toàn về chất_lượng không sợ hà...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4935	mới đặt cái đơn 0 có mã giảm_giá mà gần tết nó thấy vậy khôn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4939	nhưng lần này hy_vọng shop để_ý hơn chút khi gửi hàng ạ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4941	sao lại không lướt được màn_hình trong app vậy các app mua h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4947	Tại sao đang yên đang lành cập nhật xong lại bj lỗi này.máy ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4961	hi_mình cảm_thấy ứng_dụng rất hay nhưng không hiểu tại_sao t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4967	chất hơi rão nhưng cũng tạm tiền nào của đấy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4985	đã nhắc_nhở kĩ_càng mà vẫn giao thiếu 2 món mình cần nhất , ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4992	Máy sử dụng rất tốt. Với giá tiền này là quá ok.Máy chạy cực...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4993	e đặt chung mà sao nó giao_lẻ tốn tiền ship kinh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
4996	Mới trải nghiệm 1 ngày mà chán quá chơi game song thoát ra h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5000	nhiều khi vài mua mà giá ship lên trời huhu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5022	Quá ưng rồi nha. Nhiều người đánh giá là hỏng 1 bên loa nhưn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5027	tưởng voucher mà giao evoucher hơi thất_vọng tí...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5030	giao bốc nhanh đúng mẫu lựa_chọn...	Target 'giao hàng' không tìm thấy trong text
5048	Quá thất vọng về máy này. Mới mua về mà đã treo máy liên tục...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5059	5 triệu cho 1 sản phẩm màn hình hd,và con chip cùi p35,quả t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5090	áo hơi nhỏ chất_lượng in không đẹp lắm nhưng mà giá tiền này...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5093	Samsung càng ngày ra máy nhiều mà kém chất lượng cho mọi oha...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5095	Nên cấp nhật lại phần mềm.may chơi gêm hơi yếu. màn hình rễ ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5099	Giá cao mà xài chán. Hay bị nhảy nhảy. Có khi bị đơ.
Loa mà ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5106	Vừa hết bao hành đối mới 1 tháng thì máy không làm gì hết tấ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5140	áo phù_hợp giá tiền , không biết giặt có bị ra màu không , m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5147	Mới mua thì ok mà sao sau 2ngay có bản cập nhật máy r  cập n...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5149	shop gian ăn_gian , đặt 2 túi giữ nhiệt chỉ giao 1 túi kiểu ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5152	khách còn chưa nạp được thẻ mà shop cứ như mình chạy mất tiề...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5157	Tại sao đang yên đang lành cập nhật xong lại bj lỗi này.máy ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5165	trước_đây app dùng tốt mà chừng 1 tháng nay hễ vô giỏ hàng l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5167	Mình xài dc 1 tháng thấy ok...chắc do mấy bạn k biết cập nhậ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5171	Sản phẩm tốt trong tầm giá, cảm ứng mượt mà, màn hình đẹp. C...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5179	app hay nhưng nhiều lúc có shipper thái_độ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5181	mình tưởng ngắn tay , shop giao dài tay , nhưng chất_lượng r...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5183	hic trời ơi chưa bao_giờ thấy shop nào mà đóng_gói sản_phẩm ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5191	không giải_đáp thắc_mắc cho khách từ cửa_hàng đến app thì t ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5202	app dùng chả sao mà cái pop up_ngu không chịu được mình là b...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5203	rất nhiều app nhưng hàng shopee tốt hơn nhiều app này to quá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5215	đặt máy xanh mà giao máy hồng , thời_gian giao hàng lâu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5221	rất thích mua ở app giá_thành rẻ nhưng đôi_khi shoppe cũng l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5236	ứng_dụng xài khá tốt nhưng có vày món hàng sao kiếm hoài khô...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5237	mua hàng trên nền_tảng này giá hợp_lí giao hàng nhanh nhưng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5238	Quá tệ,  ứng dụng quá nhiều ko cần thiết. mỗi lần mở là phải...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5240	trời ơi lazada choice đang mua ngon_lành cái tăng lên mua 7 ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5247	qc như qq bấm chỗ lon nào cũng văng vô_app nói thật nếu ngta...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5249	Sản phẩm tốt, nhưng do miui chưa được tối ưu cho mi note 10 ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5252	đã nhắc_nhở kĩ_càng mà vẫn giao thiếu 2 món mình cần nhất , ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5263	trước giờ tôi rất thích lazada nhưng kể từ hôm_nay tôi xóa l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
